activityID,startTime,sourceLocation,activeRegionNum,note,link,analysis_speed,analysis_type,analysis_latitude,analysis_longitude,analysis_halfAngle,analysis_isMostAccurate,analysis_note,kp_max_h72,label_storm,log_speed,is_fast_cme,abs_latitude,start_hour,start_dow,omni_w24_72_mean_Bmag,omni_w24_72_min_Bmag,omni_w24_72_max_Bmag,omni_w24_72_std_Bmag,omni_w24_72_mean_By_gsm,omni_w24_72_min_By_gsm,omni_w24_72_max_By_gsm,omni_w24_72_std_By_gsm,omni_w24_72_mean_Bz_gsm,omni_w24_72_min_Bz_gsm,omni_w24_72_max_Bz_gsm,omni_w24_72_std_Bz_gsm,omni_w24_72_mean_V,omni_w24_72_min_V,omni_w24_72_max_V,omni_w24_72_std_V,omni_w24_72_mean_Np,omni_w24_72_min_Np,omni_w24_72_max_Np,omni_w24_72_std_Np,omni_w24_72_mean_T,omni_w24_72_min_T,omni_w24_72_max_T,omni_w24_72_std_T,omni_w24_72_mean_Pdyn,omni_w24_72_min_Pdyn,omni_w24_72_max_Pdyn,omni_w24_72_std_Pdyn,omni_w24_72_mean_Efield,omni_w24_72_min_Efield,omni_w24_72_max_Efield,omni_w24_72_std_Efield,omni_w24_72_mean_beta,omni_w24_72_min_beta,omni_w24_72_max_beta,omni_w24_72_std_beta,omni_w24_72_mean_MachA,omni_w24_72_min_MachA,omni_w24_72_max_MachA,omni_w24_72_std_MachA,omni_w24_72_mean_AE,omni_w24_72_min_AE,omni_w24_72_max_AE,omni_w24_72_std_AE,omni_w24_72_mean_SYM_H,omni_w24_72_min_SYM_H,omni_w24_72_max_SYM_H,omni_w24_72_std_SYM_H
2022-08-27T10:36:00-CME-001,2022-08-27 10:36:00+00:00,N25E90,,"Narrow CME visible in NE in SOHO LASCO C2/C3 and STEREO A COR2.  May be associated with eruption over NE limb (near N25E90), visible in SDO AIA 193/304 beginning 2022-08-27T09:06Z.  Source not visible in STEREO A EUVI imagery due to data gap.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21384/-1,363.0,S,50.0,-75.0,13.0,1.0,,4.0,0,5.8971538676367405,0,50.0,10,5,7.501204188481674,3.54,12.92,1.8880494330453705,-2.729284467713787,-10.45,9.84,3.680269596750688,1.6069633507853402,-9.6,9.98,3.423165389645927,471.5759013282733,379.2,648.7,56.33236190682624,7.409051233396585,2.35,22.63,3.2876776798808764,178149.00759013282,60230.0,449542.0,83476.47876903626,3.2458254269449713,1.4,10.14,1.4079576067040056,-0.8470152091254753,-4.73,3.79,1.630189294729545,1.8834790874524714,0.37,15.71,1.1681037681048563,94.83159722222223,4.5,999.9,279.0533166179976,178.640625,20.0,768.0,160.79662042865218,-8.019097222222221,-25.0,23.0,7.7364116909365
2022-08-28T10:48:00-CME-001,2022-08-28 10:48:00+00:00,S27W77,13088.0,"Visible in W in SOHO LASCO C2/C3 and STEREO A COR2.  May be associated with eruption and EUV wave from AR 13088 (S27W77), visible in SDO AIA 131/171/193/304 and STEREO A EUVI 195 beginning 2022-08-28T07:22Z.  Some apparent northward deflection late in C2 FOV.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21407/-1,349.0,S,1.0,80.0,22.0,1.0,,4.0,0,5.857933154483459,0,1.0,10,6,8.943302919708028,4.31,13.73,2.001092184317719,-3.0691058394160584,-10.12,7.57,4.012180828850634,2.015492700729927,-8.94,9.98,3.4765256502235173,540.3741304347826,462.9,648.7,41.005525135463884,5.272173913043478,1.86,11.07,1.9717021040576992,237000.02173913043,39723.0,548314.0,94542.09465974245,2.972391304347826,1.09,6.19,0.8420293415898871,-1.2427133479212256,-5.13,6.51,1.7977630370892155,1.227746170678337,0.18,6.83,0.8728446145383852,212.378125,3.5,999.9,401.8679900986501,177.70138888888889,20.0,768.0,145.72137749548656,-8.730902777777779,-25.0,9.0,7.282171190005618
2022-08-28T16:23:00-CME-001,2022-08-28 16:23:00+00:00,S27W85,13088.0,"Visible in the W in STEREO A COR2 and SOHO LASCO C2/C3.  Associated with M6.7 flare peaking 16:19Z and eruption from AR 13088, visible in SDO AIA 131/171/193/304 and STEREO A EUVI 195 beginning 2022-08-28T15:54Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21414/-1,1148.0,O,-8.0,80.0,37.0,1.0,,4.0,0,7.046647277848756,1,8.0,16,6,8.93529197080292,5.3,13.73,1.9259496914569507,-2.7621715328467156,-10.12,7.57,3.9976303920695795,1.844507299270073,-8.94,9.98,3.4199133379367694,539.298272138229,468.6,648.7,41.06840731131325,4.906803455723542,1.86,11.07,1.9178284094315152,211325.18142548596,31333.0,548314.0,113413.77963834365,2.766997840172786,1.09,6.19,0.8392876324699021,-1.1459347826086956,-5.13,6.51,1.781350915093153,0.9855217391304348,0.18,3.78,0.6330416134110134,206.89704861111107,3.5,999.9,398.2246733877266,175.03125,20.0,768.0,142.15418222281573,-8.125,-25.0,9.0,7.519072970342377
2022-08-29T06:24:00-CME-001,2022-08-29 06:24:00+00:00,N25E70,,"This CME is visible to the NE in SOHO LASCO C2, C3 and STEREO A COR2 coronagraph imagery. The source of this CME appears to be from a newly emerging Active Region near N25E70 with noticeable deflection during eruption due to near by coronal hole to the southwest of the source location. There is a visible EUV wave and post-eruptive arcade in SDO/AIA 193 and 171.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21426/-1,880.0,C,52.0,-43.0,23.0,1.0,,4.333,0,6.78105762593618,0,52.0,6,0,8.36691605839416,4.52,13.73,2.036823188443956,-3.278339416058394,-10.12,5.84,3.0908738367293096,1.2691240875912408,-8.94,8.94,3.033022203237589,541.6137339055794,461.9,648.7,40.51683198426034,3.882274678111588,1.86,6.39,0.7032270630701996,169159.68454935623,31333.0,548314.0,121268.80703781472,2.286008583690987,1.09,4.88,0.5434213976068333,-0.8194805194805195,-5.13,6.51,1.606100568924405,0.7897402597402597,0.18,3.73,0.4896627712055456,203.40677083333333,3.5,999.9,395.6553133980739,194.85243055555554,32.0,853.0,143.38481667810794,-8.92013888888889,-24.0,4.0,5.74612284575327
2022-08-29T07:36:00-CME-001,2022-08-29 07:36:00+00:00,,,"Visible in the SE in SOHO LASCO C2 and STEREO A COR2.  No definitive source, but may be associated with opening field lines visible in SDO AIA 193 and STEREO A EUVI 195 beginning 2022-08-29T06:57Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21431/-1,774.0,C,-30.0,-90.0,11.0,1.0,,4.333,0,6.652863029353347,0,30.0,7,0,8.342864963503649,4.31,13.73,2.0702650673086356,-3.3020620437956207,-10.12,5.84,3.031557912313834,1.2772810218978103,-8.94,8.94,3.0357819399159953,542.1654506437768,461.9,648.7,40.895613313853524,3.907081545064378,1.86,6.39,0.6879231524935533,168182.18669527897,31333.0,548314.0,120643.64701229203,2.306673819742489,1.09,4.88,0.544395842673879,-0.8246536796536795,-5.13,6.51,1.610724941376452,0.8174458874458875,0.18,3.73,0.5533905452360746,203.48767361111112,3.5,999.9,395.6158242802944,193.765625,32.0,853.0,144.03563023326106,-8.440972222222221,-24.0,4.0,5.483876786575306
2022-08-29T14:48:00-CME-001,2022-08-29 14:48:00+00:00,S20E00,,"Partial halo very faintly visible in SOHO LASCO C2 and STEREO A COR2.  May possibly be associated with a filament eruption near S20E00 (between ARs 13087 and 13089), visible in SDO AIA 131/171/193/304 and STEREO A EUVI 195 beginning 2022-08-29T14:12Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21442/-1,256.0,S,-1.0,-1.0,45.0,1.0,,4.333,0,5.54907608489522,0,1.0,14,0,7.618467153284672,3.5,13.73,2.254821157719755,-2.5525182481751822,-8.16,5.84,2.7161386170247797,1.020182481751825,-8.94,7.81,2.712762746449683,532.9747323340471,461.9,642.4,34.54888172984394,3.9875160599571733,1.86,6.39,0.6056707726643665,135262.15417558886,31333.0,548314.0,95104.8592366202,2.2822483940042826,1.09,4.88,0.5121540754233979,-0.5875541125541124,-4.33,6.51,1.3555907452903524,0.9785064935064937,0.18,4.1,0.6979501053262575,204.1279513888889,3.5,999.9,395.29934547718653,177.64583333333334,32.0,853.0,137.8429293692039,-6.758680555555555,-24.0,8.0,5.718126726390939
2022-08-29T15:36:00-CME-001,2022-08-29 15:36:00+00:00,S27W97,13088.0,"Jet-like CME visible in SOHO LASCO C2 and STEREO A COR2.  May possibly be associated with a jet like feature from AR 13088, visible in SDO AIA 304 starting around 2022-08-29T13:39Z.  Some deflection in FOV.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21444/-1,1149.0,O,-43.0,114.0,12.0,1.0,,4.333,0,7.047517221357296,1,43.0,15,0,7.494689781021898,3.5,13.73,2.231190579066376,-2.522043795620438,-8.16,5.84,2.7131245323443873,0.960948905109489,-8.94,7.32,2.6510624184078395,532.4072340425532,461.9,642.4,34.48665099143143,3.9965744680851065,1.86,6.39,0.5872959761512422,132007.6680851064,31333.0,548314.0,93260.30690042884,2.283340425531915,1.09,4.88,0.5074975223331509,-0.567741935483871,-3.98,6.51,1.3200462105240234,0.9949677419354838,0.18,4.1,0.694887357648441,199.0440972222222,3.5,999.9,391.28701382409747,176.39756944444446,32.0,853.0,138.36114151091525,-6.532986111111111,-24.0,8.0,5.5717188376086115
2022-08-29T17:12:00-CME-001,2022-08-29 17:12:00+00:00,S27W95,13088.0,Visible in the W in SOHO LASCO C2 and STEREO A COR2.  Associated with eruption visible in SDO AIA 131/171/193/304 and STEREO A EUVI 195 beginning 2022-08-29T16:10Z.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21436/-1,949.0,C,-18.0,97.0,30.0,1.0,,4.333,0,6.856461984594587,0,18.0,17,0,7.255237226277372,3.5,13.73,2.18165538048477,-2.52014598540146,-8.16,5.84,2.716640256872007,0.8592153284671533,-8.94,6.58,2.573906174946801,531.5370212765957,461.9,642.4,34.74009443481656,4.012808510638298,1.86,6.39,0.5579817215910362,127006.77021276596,31333.0,548314.0,90241.54233503975,2.2868085106382976,1.09,4.88,0.5025924552734371,-0.5376344086021505,-3.98,6.51,1.2862981793223047,1.017483870967742,0.18,4.1,0.6912117396968117,199.15920138888887,3.5,999.9,391.23055420976374,176.06597222222223,32.0,853.0,138.6174760823601,-6.071180555555555,-24.0,8.0,5.175409537811124
2022-08-29T18:36:00-CME-001,2022-08-29 18:36:00+00:00,,,"This CME is faint in white light imagery, but can be seen to the NW in SOHO LASCO C2/C3 and STEREO A COR2 coronagraphs. A possible source is the filament eruption/liftoff seen in SDO AIA 304 and GOES SUVI 304 around 2022-08-29T17:30Z. This CME also follows behind CME 2022-08-29T17:12Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21460/-1,646.0,C,16.0,65.0,17.0,1.0,,4.333,0,6.472346294500901,0,16.0,18,0,7.054762773722628,3.5,13.73,2.15701328938535,-2.4666788321167883,-8.05,5.84,2.6506951833896992,0.8102372262773724,-8.94,6.58,2.570541732347151,529.7991578947368,461.9,642.4,34.89401697058523,4.022252631578947,2.88,6.39,0.520446548515307,121699.35789473684,31333.0,548314.0,87129.95836866068,2.2805473684210527,1.34,4.88,0.5006914328347624,-0.5142765957446808,-3.98,6.51,1.27586591708863,1.0458723404255321,0.34,4.1,0.6853466157376376,190.68697916666665,3.8,999.9,384.30205950280407,176.78125,32.0,853.0,138.155020854569,-5.668402777777778,-24.0,8.0,4.842244825376054
2022-08-29T19:00:00-CME-001,2022-08-29 19:00:00+00:00,,,This CME is very faint in white light imagery but is visible to the W/SW in SOHO LASCO C2/C3 and STEREO A COR2 coronagraphs. A possible source is the small eruption seen on the SW limb in SDO AIA 304 imagery around 2022-08-29T17:30Z. This CME follows in the path of CME:  2022-08-29T17:12Z.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21462/-1,423.0,S,-12.0,73.0,16.0,1.0,,4.333,0,6.049733455231958,0,12.0,19,0,7.003825136612022,3.5,13.73,2.1536110088494085,-2.471748633879781,-8.05,5.84,2.6432075099125423,0.7943351548269582,-8.94,6.58,2.5625764308941057,529.1103157894737,461.9,642.4,34.88102966408235,4.023684210526316,2.88,6.39,0.5179324333734722,119631.58947368422,31333.0,548314.0,85686.12314799007,2.276694736842105,1.34,4.88,0.504367682793003,-0.49982978723404253,-3.98,6.51,1.2678995751753142,1.0541063829787236,0.34,4.1,0.6847456037640192,192.12998266897748,3.8,999.9,385.42194302050075,175.89254766031195,32.0,853.0,138.40844121503315,-5.6239168110918545,-24.0,8.0,4.806730901033608
2022-08-29T20:00:00-CME-001,2022-08-29 20:00:00+00:00,,,This CME is visible to the SW in SOHO LASCO C2/C3. A possible source is the field line movement observed just on or beyond the S/SW limb in SDO AIA 193 around 2022-08-29T19:00Z.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21454/-1,1094.0,O,-47.0,97.0,10.0,1.0,,4.333,0,6.9985096422506015,1,47.0,20,0,6.824207650273224,3.5,13.55,2.027333430515138,-2.4924954462659383,-8.05,5.84,2.6253358814476333,0.8447723132969035,-8.71,6.44,2.4194745310597012,528.0535864978904,461.9,642.4,34.931182462580324,4.021940928270042,3.0,6.39,0.5202085234816283,115040.05485232068,31333.0,548314.0,80768.7396730214,2.2683333333333335,1.34,4.88,0.5112262566744411,-0.4977825159914712,-3.39,6.51,1.228747081299044,1.070319829424307,0.34,4.1,0.6824167701941303,193.9334488734835,4.5,999.9,386.76570098708214,173.07625649913345,32.0,853.0,138.17764571714994,-5.554592720970537,-24.0,8.0,4.775103386921332
2022-08-29T21:12:00-CME-001,2022-08-29 21:12:00+00:00,,,"This CME is visible to the SW in SOHO LASCO C2/C3. A likely source candidate is the opening of field lines observed just on or beyond the SW limb in SDO AIA 171 and 193 around 2022-08-29T20:57Z. This CME partially overlaps, follows in the path of CME: 2022-08-29T20:00Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21456/-1,1330.0,O,-50.0,76.0,10.0,1.0,,4.333,0,7.193685818395112,1,50.0,21,0,6.587609489051095,3.5,12.52,1.7858612228712547,-2.555237226277373,-8.05,5.84,2.530936062503914,0.9614416058394161,-6.67,6.44,2.225659404106224,526.2778481012658,461.9,617.1,33.6228428920831,3.990590717299578,2.54,6.06,0.5130265836442064,108995.74894514767,31333.0,467448.0,68051.89339208056,2.2332278481012655,1.18,3.85,0.47899279301944375,-0.5277398720682303,-3.39,3.31,1.1370862065276597,1.0788699360341152,0.34,4.1,0.681875785238689,192.59305555555554,4.5,999.9,385.61112286444063,171.76736111111111,32.0,853.0,138.28099428029643,-5.598958333333333,-24.0,8.0,4.725146855264865
2022-08-30T03:36:00-CME-001,2022-08-30 03:36:00+00:00,,,"This CME is faint in white light imagery but visible to the SW in SOHO LASCO C2/C3. A possible source is the small eruption from just beyond the SW limb seen in SDO AIA 131, 171, 193, 304 at 2022-08-30T02:50Z. May originate from AR 3088 which is beyond the limb around S27W99.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21466/-1,928.0,C,-41.0,,10.0,1.0,,4.333,0,6.834108738813838,0,41.0,3,1,5.792244525547447,2.81,9.05,1.432165515677168,-2.2515693430656936,-8.05,5.79,2.101901923912313,0.8779379562043795,-5.33,6.44,2.0287503659261428,512.7012684989429,433.0,617.1,34.18574184564068,3.845116279069768,2.37,6.06,0.5743352046345066,92133.13319238901,31333.0,257188.0,52205.45702791891,2.0518816067653276,0.97,3.63,0.5008146120308731,-0.4727136752136752,-3.39,2.91,1.0482700988148994,1.203076923076923,0.45,4.1,0.7025207501129418,194.7390625,5.8,999.9,386.79133988435905,149.40451388888889,15.0,853.0,135.6205692329495,-5.421875,-24.0,8.0,4.642886654267472
2022-08-30T06:12:00-CME-001,2022-08-30 06:12:00+00:00,,,"This CME is faint, but visible to the SW in SOHO LASCO C2/C3. A potential source is the faint field line movement observed just on or beyond the SW limb in SDO AIA 171 at 2022-08-30T05:57Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21452/-1,1043.0,O,-45.0,100.0,10.0,1.0,,4.333,0,6.950814768442584,1,45.0,6,1,5.639051094890511,2.81,9.05,1.4454760200005434,-2.040529197080292,-8.05,5.79,1.948540604240468,0.9970620437956205,-5.33,6.44,2.058456285866207,507.1409381663113,430.0,596.8,35.680097059827844,3.8844136460554375,2.37,7.46,0.7125002730746721,89695.74626865672,24083.0,257188.0,53623.78124075259,2.0166737739872067,0.97,3.63,0.4833964127616502,-0.5018454935622317,-3.39,2.91,1.049927866800374,1.252725321888412,0.45,4.1,0.7273360158253831,198.28993055555554,5.8,999.9,389.46829531853876,141.06423611111111,14.0,853.0,136.7684746766911,-4.361111111111111,-24.0,15.0,5.787151850712911
2022-08-30T12:36:00-CME-001,2022-08-30 12:36:00+00:00,,,"This CME is faint in white light imagery, but is visible to the S/SW in SOHO LASCO C2/C3 and S in STEREO A COR2 coronagraphs. The source is likely the eruption seen beyond the SW limb in GOES SUVI 304 and SDO AIA 304 around 2022-08-30T10:00Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21458/-1,637.0,C,-57.0,151.0,14.0,1.0,,4.333,0,6.45833828334479,0,57.0,12,1,5.382795138888889,2.75,9.05,1.431070767420416,-1.7260416666666667,-8.05,5.79,1.979507591250775,0.9715277777777777,-5.33,6.44,2.1464775956605835,498.31407249466946,427.8,596.8,40.20365923160414,4.15498933901919,2.37,9.61,1.1483572441655492,91032.5842217484,24083.0,257188.0,53221.11955687169,2.0525159914712154,0.97,3.68,0.5187869875427035,-0.53406852248394,-3.39,2.91,1.0536751932467403,1.502762312633833,0.45,8.52,1.008323960356661,197.02604166666666,5.8,999.9,387.8916823080588,142.57986111111111,14.0,853.0,137.37740953293854,-2.032986111111111,-24.0,21.0,7.397490807686556
2022-08-30T13:25:00-CME-001,2022-08-30 13:25:00+00:00,,,This CME is visible to the NW in SOHO LASCO C2/C3 and STEREO A COR2 coronagraphs. The source is likely the large filament liftoff seen beyond the NW limb in SDO AIA 304 and GOES SUVI 304 starting around 2022-08-30T11:45Z. Faint field line movement is visible in this region in SDO AIA 171 around the same time.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21464/-1,645.0,C,18.0,143.0,27.0,1.0,,4.333,0,6.470799503782602,0,18.0,13,1,5.349237435008665,2.75,9.05,1.4162234451423583,-1.7498093587521664,-8.05,5.79,1.9997942177624048,0.9769844020797227,-5.33,6.44,2.1456122462757548,497.7112311015118,427.8,596.8,40.58290880719724,4.179589632829374,2.37,9.61,1.1879559572798977,91817.78833693305,24083.0,257188.0,53206.30046472978,2.057710583153348,0.97,3.68,0.5283512257483349,-0.5491106290672452,-3.39,2.91,1.055561796279852,1.5284381778741867,0.45,8.52,1.0113875217062238,208.76672443674175,5.8,999.9,396.85880629467965,146.95667244367417,14.0,853.0,139.92098486242836,-1.951473136915078,-24.0,21.0,7.41966113197922
2022-08-30T15:12:00-CME-001,2022-08-30 15:12:00+00:00,S40E20,,"Visible in the SE of SOHO LASCO C2/C3 and STEREO A COR2. Source is a filament eruption that appears to lift off around S40E20 in SDO AIA 304, 193,and 171. The filament liftoff is gradual and appears to lift off from around 2022-08-30T13:00Z to 15:00Z. Seen in SDO AIA 193 as dimming and opening field lines in SDO AIA 171/ and 193. Data gap from 2022-08-30T19:53Z-22:09Z in COR2A. The halo CME starting at 2022-08-30T18:24Z overlaps this CME in the field of view of SOHO LASCO C3 and COR2A, partially obscuring the front in later images, but the longitude of this halo CME is around 120 to 140.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21481/-1,492.0,S,-47.0,-44.0,35.0,1.0,,4.333,0,6.20050917404269,0,47.0,15,1,5.260329861111111,2.75,9.05,1.3478068845855076,-1.8278993055555557,-8.05,5.79,2.014595336985836,1.1423611111111112,-5.33,6.44,2.1627951744954923,494.98376623376623,427.8,596.8,42.21570993168612,4.343030303030303,2.37,9.61,1.415193650475367,93052.3961038961,24083.0,257188.0,52644.37468426436,2.100021645021645,0.97,3.68,0.5701027092538612,-0.6402391304347826,-3.39,2.91,1.0463569032139997,1.6188478260869565,0.45,8.52,1.014178709648339,209.29861111111111,5.8,999.9,397.0226746229208,149.64756944444446,14.0,853.0,142.7078738228443,-1.6006944444444444,-24.0,21.0,7.666005374811304
2022-08-30T18:00:00-CME-001,2022-08-30 18:00:00+00:00,S24W110,13088.0,This narrow CME is swept into the following more significant 2022-08-30T18:24Z CME after the first few timestamps.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21483/-1,400.0,S,-18.0,110.0,21.0,1.0,,4.333,0,5.993961427306569,0,18.0,18,1,5.152339688041595,2.75,9.05,1.2650657030232015,-1.9663951473136918,-8.05,4.52,1.9505855237474348,1.2746447140381283,-5.33,6.44,2.178195694963375,491.52967032967035,427.8,596.8,44.75024585727906,4.675582417582418,2.37,12.01,1.8798067592171679,94293.01538461538,24083.0,257188.0,52231.99790004718,2.2005714285714286,0.97,4.57,0.6717519352263727,-0.6930242825607065,-3.39,2.91,1.038760890218883,1.7709933774834437,0.45,8.52,1.0342772726775613,222.9890814558059,5.8,999.9,406.480695151318,136.43327556325823,14.0,853.0,139.34824573507913,-0.22876949740034663,-24.0,21.0,7.963935436493898
2022-08-30T18:24:00-CME-001,2022-08-30 18:24:00+00:00,,,"A fast very complex-shaped CME originally visible to the West in both coronagraphs but eventually forming an asymmetric (skewed to the West) full halo. This CME obscures/engulfs CME: 2022-08-30T18:00Z. It is likely associated with a fast movement/opening of field lines beyond the SW limb best seen in AIA 171 starting at 2022-08-30T17:55Z. There is also a fast restructuring of magnetic field behind the W-NW limb in AIA 171 that is indicative of a location much further behind the limb. The CME is tentatively associated with the long duration M2.1 class flare from AR 13088 that has rotated behind the W limb (to longitude of ~110 deg). The CME shape is very complex and it is possible that there were two simultaneous eruptions (one with long. of ~110 deg, and another at ~160 deg).",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21471/-1,1533.0,O,-15.0,149.0,50.0,1.0,,4.333,0,7.335633981927201,1,15.0,18,1,5.138958333333333,2.75,9.05,1.25371432526513,-1.9523263888888889,-8.05,4.52,1.9697840241517917,1.2588020833333333,-5.33,6.44,2.167471514549741,491.10264317180616,427.8,596.8,45.090194408320784,4.7485242290748895,2.37,12.01,1.9849343974520373,94716.88986784141,24083.0,257188.0,51972.573011684064,2.22568281938326,0.97,4.57,0.7010318674155542,-0.6828761061946902,-3.39,2.91,1.0324751824375442,1.7960398230088495,0.45,8.52,1.033150961824337,223.41180555555556,5.8,999.9,406.7085937653313,135.81076388888889,14.0,853.0,139.6420795113343,-0.05381944444444445,-24.0,21.0,8.065415234930198
2022-08-31T02:36:00-CME-001,2022-08-31 02:36:00+00:00,,,The first in a series of very similar consecutive faint CMEs seen in the NW of SOHO LASCO C2/C3 and obscured by a large data gap in STEREO A COR2.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21492/-1,390.0,S,42.0,,22.0,1.0,,5.0,1,5.968707559985366,0,42.0,2,2,5.091093750000001,2.75,9.05,1.2508921891948623,-1.0020486111111113,-8.05,4.56,2.2997255960399716,0.7099305555555555,-5.75,4.56,2.406900812861894,482.42965517241385,416.5,596.8,49.82407412034928,5.842666666666665,2.37,17.67,3.206028770160334,90917.11494252873,7188.0,257188.0,55074.9585212329,2.572344827586207,0.97,6.47,1.0625467219216054,-0.4921428571428571,-2.34,2.55,1.0689530464601975,2.0341935483870968,0.45,8.52,0.9960541595748209,254.8809027777778,5.8,999.9,426.15864158200327,158.30729166666666,14.0,936.0,180.23977379574885,1.7100694444444444,-24.0,21.0,8.301039676895883
2022-08-31T04:12:00-CME-001,2022-08-31 04:12:00+00:00,,,"Faint and narrow CME to the SE in SOHO LASCO C2/C3, not seen in STEREO A COR2 because of a large data gap. A possible source could be a very minor eruption on/behind the SE limb seen in GOES SUVI 304 starting 2022-08-31T02:40Z",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21494/-1,703.0,C,-58.0,,10.0,1.0,,5.0,1,6.556778356158042,0,58.0,4,2,5.004201388888889,2.75,8.87,1.1548638332424321,-0.8041145833333334,-5.5,4.56,2.104085538220449,0.735798611111111,-5.75,4.66,2.403699489790746,478.46378504672896,403.1,596.8,50.11567107744423,6.224415887850467,2.37,18.85,3.754156311621031,87236.70327102803,7188.0,257188.0,54555.79444514081,2.6701401869158876,0.97,6.88,1.2233046551914406,-0.4931850117096019,-2.34,2.55,1.0498598862509976,2.1585245901639345,0.59,8.52,1.091155812969681,267.13975694444446,6.7,999.9,432.8584704619229,150.44791666666666,14.0,936.0,176.9232631321455,2.171875,-15.0,21.0,7.741481022958038
2022-08-31T08:48:00-CME-001,2022-08-31 08:48:00+00:00,,,"Narrow CME to the SSW in C2/C3, the front of which is not seen in STEREO A COR2 because of a data gap. Source is probably the fast eruption with opening field lines beyond/on the SW limb best seen in GOES SUVI starting after 2022-08-31T07:48Z.",https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21490/-1,635.0,C,-71.0,,14.0,1.0,,5.0,1,6.455198563340122,0,71.0,8,2,5.363836805555556,2.75,11.69,1.7172983367878278,-0.1981597222222223,-5.13,9.5,2.822788972913123,0.6097395833333333,-7.95,8.64,2.6871813961462054,463.81815980629534,403.1,576.7,38.27818254043887,7.694987893462469,2.37,39.52,6.2218118871965045,72277.33656174334,7188.0,215540.0,33714.08441816997,3.1044067796610166,0.97,14.69,2.191910716698618,-0.3789588377723971,-3.71,3.08,1.163297321978616,2.188450363196126,0.59,8.52,1.2533816806410951,291.17274305555554,5.9,999.9,445.2500871117615,174.16666666666666,14.0,936.0,192.22516455680014,2.486111111111111,-15.0,21.0,7.73653499736362
2022-08-31T11:12:00-CME-001,2022-08-31 11:12:00+00:00,S24W120,13088.0,Faint and narrow CME seen to the SW in LASCO and STEREO A COR2. Source: Eruption seen in GOES SUVI 304 after 2022-08-31T11:00Z on the SW limb.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21488/-1,729.0,C,-32.0,121.0,18.0,1.0,,5.0,1,6.593044534142437,0,32.0,11,2,5.56453125,2.75,11.69,1.8783591545832685,0.13857638888888907,-5.13,9.5,3.069270982207386,0.2465277777777778,-7.95,8.64,2.9537468130053917,460.9985436893204,403.1,587.1,35.67043318638564,7.751966019417476,2.37,39.52,6.219275218348499,75465.5218446602,7188.0,385003.0,48201.10625590674,3.0995631067961162,0.97,14.69,2.199021583711534,-0.17529126213592236,-3.71,4.26,1.3342104907446088,2.1183980582524273,0.34,8.52,1.2756781393972523,292.6802083333333,3.9,999.9,446.2053837297361,201.86111111111111,14.0,981.0,227.66095835666806,1.6024305555555556,-22.0,21.0,8.633345056823424
2022-08-31T18:00:00-CME-001,2022-08-31 18:00:00+00:00,,,Very faint narrow CME W in SOHO LASCO C2/C3 and STEREO A COR2. May possibly be associated with an eruption on the SW limb seen starting around 2022-08-31T17:40Z in GOES-16 SUVI 171/304.,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CME/21499/-1,786.0,C,-33.0,126.0,16.0,1.0,,5.0,1,6.668228248417403,0,33.0,18,2,5.83754954954955,2.75,11.69,1.9288802088666508,0.8228828828828828,-5.13,9.5,3.2846836444231946,-0.25502702702702695,-7.95,8.64,3.109295298218198,465.19476309226934,403.1,587.1,45.78894494099216,7.825860349127182,2.37,39.52,6.293848663017443,100815.6783042394,7188.0,598965.0,88568.79815621673,3.150598503740648,0.97,14.69,2.2107840747875898,0.19880299251870323,-3.71,4.26,1.456814946765109,2.1113216957605982,0.34,8.52,1.3207382877358365,312.4887348353553,3.9,999.9,455.41667773409955,253.9584055459272,14.0,1045.0,248.55645279957415,-0.7850953206239168,-25.0,21.0,11.553008852781128
